MSE,ICP rX,ICP rY,ICP rZ,GT rX,GT rY,GT rZ
0.000223418,5.40136,1.06329,-11.9637,-5.33602,49.5841,2.42415
0.000200376,5.44231,0.751414,-12.0246,-5.82626,50.0843,1.97923
0.000250984,4.49974,0.536589,-11.9886,-5.3564,50.5784,2.84903
0.000243546,3.64179,0.211828,-12.0393,-4.70577,50.9348,3.84207
0.000253212,2.96188,-0.12044,-12.2947,-4.31288,51.2732,4.59598
0.000246315,2.77767,-0.386624,-12.1373,-4.47592,51.6059,4.56506
0.000243387,2.68235,-0.618865,-12.2839,-4.89996,51.9816,4.08389
0.000277721,2.09021,-1.00334,-11.7246,-4.77022,52.2433,4.62227
0.000246293,1.43015,-1.17022,-11.7091,-4.55325,52.4458,5.11885
0.000301445,0.632919,-1.28033,-11.6334,-4.18717,52.6283,5.91115
0.000252307,0.0455847,-1.6188,-11.5985,-3.98561,52.8307,6.49212
0.000241581,-0.229371,-1.69822,-11.4808,-4.46719,53.0491,6.01773
0.000275461,-1.39696,-1.90912,-11.0862,-3.81662,53.2206,7.31297
0.000257643,-2.15822,-2.11916,-11.0182,-3.17886,53.3464,8.53952
0.000225417,-2.58345,-2.2383,-10.8033,-3.56997,53.5355,8.3089
0.000274446,-3.82202,-2.55997,-10.5469,-2.83626,53.6492,9.58534
0.000254744,-4.48752,-2.65215,-10.344,-2.46722,53.7909,10.464
0.000228432,-4.68098,-2.59721,-9.95631,-2.97167,54.0313,10.04
0.000238813,-5.32511,-2.61509,-9.55829,-3.208,54.1562,10.1687
0.000239938,-5.46524,-2.57657,-9.12268,-3.5048,54.2869,10.1824
0.000233003,-5.7415,-2.46658,-8.87453,-4.04799,54.3956,9.94404
0.000221727,-6.33163,-2.35657,-8.62197,-4.3158,54.5482,10.0293
0.00022206,-6.36346,-2.37974,-8.28154,-4.6691,54.6761,10.0088
0.000224329,-6.58419,-2.17569,-8.11193,-4.9659,54.7446,9.88875
0.00025294,-6.79743,-1.99569,-7.87045,-5.07766,54.9058,9.90182
0.000239995,-7.13332,-1.8555,-7.72879,-4.57721,54.9674,10.6933
0.000201733,-7.26386,-1.68988,-7.78814,-4.53262,55.0697,10.7379
0.000223963,-7.15514,-1.5246,-7.70069,-4.25375,55.2019,10.9853
0.00022528,-7.0278,-1.31585,-7.56964,-4.19955,55.3404,10.9948
0.000216305,-6.65431,-1.00038,-7.56498,-4.37181,55.4696,10.6717
0.000226483,-6.00684,-0.749053,-7.45854,-4.5649,55.6095,10.2288
0.000216523,-5.55508,-0.545307,-7.47357,-4.57243,55.8015,9.92634
0.00023194,-5.43665,-0.148998,-7.52769,-4.14165,55.9594,10.3131
0.000228891,-5.28522,0.131155,-7.75043,-3.24322,56.1166,11.1326
0.000236585,-4.46768,0.477963,-7.6308,-3.65195,56.3471,10.4348
0.00023384,-4.10356,0.665905,-7.75335,-3.38798,56.552,10.5234
0.000224595,-3.86281,0.853097,-7.80143,-2.9363,56.7324,10.9588
0.000240411,-3.39334,1.17526,-7.57438,-2.90359,56.9407,10.9659
0.000212904,-2.52614,1.31833,-7.37927,-3.70107,57.2524,9.90216
0.000246276,-2.50323,1.49466,-7.32759,-3.13648,57.4956,10.5157
0.000220068,-2.79635,1.70557,-7.18337,-2.59475,57.594,11.3752
0.000230016,-2.19077,1.8882,-7.19952,-2.49516,57.8791,11.1608
0.000237083,-1.26668,2.21642,-7.15205,-3.00927,58.055,10.3474
0.000242266,-1.3216,2.46337,-7.08671,-2.54747,58.1718,10.7995
0.000237306,-1.76379,2.68461,-7.09365,-1.42891,58.2512,12.1556
0.000221117,-1.31591,3.02971,-7.06653,-1.23667,58.4286,12.2163
0.00023092,-0.76588,3.26762,-7.13942,-1.22202,58.6577,11.9823
0.000232634,-0.495871,3.34229,-7.19995,-0.692407,58.9344,12.3605
0.00026532,-0.74223,3.507,-7.33837,1.58036,59.1298,14.7174
0.00022633,-0.599002,3.57269,-7.42584,3.08907,59.2352,16.2333
0.000227446,1.00538,3.58332,-7.6409,2.09248,59.6771,14.6216
0.000247627,2.30209,3.64342,-7.79408,1.09807,60.0448,12.9836
0.00021924,2.80082,3.67691,-8.17919,1.3398,60.3404,13.0117
0.000223619,2.86567,3.73826,-8.27533,2.75224,60.4568,14.3098
0.000220822,3.03122,3.72827,-8.54208,3.87339,60.5804,15.3743
0.000211181,3.46504,3.79272,-8.88778,4.80224,60.8038,15.9867
0.000239334,4.64177,3.9076,-9.48918,4.47125,61.1929,15.0449
0.000238341,4.40199,3.92375,-9.99266,5.87484,61.3811,16.2681
0.000262491,3.90249,3.97909,-10.449,8.79461,61.2614,19.4459
0.000224425,4.71287,4.07507,-10.9702,9.17205,61.6648,19.4285
0.000243857,5.69359,4.1896,-11.3035,8.88965,62.2098,18.6507
0.000235089,6.06188,4.00435,-11.7601,9.58647,62.6287,19.1734
0.000246835,6.20995,3.97093,-12.2009,10.6005,63.0248,19.9557
0.000213039,6.98287,3.80996,-12.4608,10.8072,63.5984,19.8133
0.000215282,7.3438,3.817,-12.8618,11.7543,64.1258,20.5741
0.000229961,6.98915,3.52294,-13.3088,14.1036,64.3767,22.9168
0.000224848,7.50607,3.40966,-13.9093,15.1924,64.87,23.614
0.000238375,8.06403,3.34094,-14.4381,16.2455,65.4922,24.2478
0.000220035,7.89269,3.11821,-14.8074,18.5687,65.7399,26.4262
0.000231696,8.76479,2.91422,-15.4264,19.8288,66.1833,27.2737
0.000238753,10.4054,3.08866,-16.0261,18.8466,67.2198,25.5063
0.000220963,10.4442,3.02417,-16.4089,20.8732,67.4622,27.2061
0.000209914,10.5245,2.98563,-16.9961,23.2271,67.5999,29.3415
0.000224254,10.5234,2.8772,-17.3617,25.2732,67.8265,31.1345
0.000222011,10.001,2.66706,-17.9411,29.2067,67.2911,35.2316
0.000217155,11.2455,3.02074,-18.0034,29.0359,68.1202,34.6899
0.00020501,13.3281,3.48399,-18.2568,27.1247,69.3849,31.8833
0.000195822,13.9737,3.41586,-18.5627,27.7145,69.9071,32.1315
0.000200621,14.5088,3.61677,-19.1911,29.103,70.1527,33.3709
0.000213012,15.9794,3.94416,-19.5418,28.615,70.957,32.3111
0.000206815,16.8461,4.14871,-19.6803,28.9908,71.5248,32.3124
0.000195906,17.3015,4.23173,-19.8525,29.3834,71.8848,32.4737
0.000174623,18.2272,4.53522,-20.2569,29.7341,72.3545,32.4179
0.000204018,18.622,4.53431,-20.5348,30.7652,72.6527,33.1709
0.000219485,18.8483,4.45626,-20.7115,33.2708,72.6224,35.481
0.000188332,19.3748,4.32951,-21.5576,34.668,72.9737,36.523
0.000197374,19.1624,4.15293,-21.7968,37.7618,72.7592,39.4632
0.000182427,19.7729,4.09926,-22.2695,39.2685,72.9884,40.6098
0.000191086,20.9234,4.33033,-22.8658,39.6634,73.6751,40.4571
0.00023116,20.8208,4.76973,-22.2198,41.8975,73.6242,42.4342
0.000185786,21.0504,4.86361,-22.7497,43.8129,73.5534,44.1005
0.000217941,22.1023,5.25304,-22.9525,43.6192,74.278,43.375
0.000191492,22.5203,5.34016,-23.1423,44.4562,74.5619,43.9279
0.000189222,22.8483,5.38226,-23.6959,45.6461,74.6616,44.8619
0.000187679,23.6953,5.3807,-23.9628,46.1029,75.141,44.9988
0.000188651,24.1522,5.45845,-24.1061,46.2289,75.7058,44.7916
0.000191878,24.0625,5.24749,-24.0579,47.5481,75.7049,46.0476
0.000183365,24.0486,4.98827,-24.1492,48.8825,75.6796,47.5539
0.000189809,24.0973,4.86928,-24.2176,48.9485,76.0019,47.645
0.000209527,24.0074,4.55501,-23.8785,48.7149,76.3523,47.5661
0.000185014,23.9787,4.28663,-23.5061,48.9793,76.6068,48.207
0.000210232,23.652,3.82233,-23.1858,48.7649,76.817,48.3485
0.000207009,23.2051,3.54377,-22.7306,48.9588,76.8623,49.0867
0.000180021,23.1411,3.08798,-22.4347,47.8999,77.3269,48.2754
0.000195455,22.7144,2.77515,-21.9967,46.71,77.7055,47.4933
0.000225157,21.8279,2.13218,-21.6599,47.586,77.4041,49.0095
0.000208614,21.0116,1.79023,-20.8744,47.4026,77.3465,49.2938
0.000215391,20.2988,1.38845,-20.5419,47.2258,77.2892,49.598
0.000194917,19.4206,1.05866,-19.7269,47.4789,77.1294,50.3564
0.000193653,18.2644,0.770581,-18.8984,47.9196,76.7265,51.3415
0.000212448,17.3751,0.394136,-18.2231,47.4368,76.7473,51.4599
0.000196329,16.7894,0.424356,-17.4969,46.1947,76.8292,50.6482
0.000208971,16.0043,0.286512,-16.3445,44.8667,76.841,49.913
0.000400265,14.9918,0.297878,-16.8963,44.6457,76.68,50.2397
0.00037422,14.0849,0.47954,-18.1492,44.3655,76.5196,50.5048
0.000217972,13.8366,0.463964,-17.3968,41.6659,77.0363,48.1092
0.000179569,13.1495,0.249061,-16.8405,40.4846,77.0527,47.301
0.000235856,12.1023,0.166444,-16.3836,41.2574,76.5786,48.6613
0.000218073,11.5998,0.0646455,-15.7099,40.0959,76.6072,47.885
0.000228447,11.2769,-0.0175883,-14.8218,38.3723,76.8971,46.4511
0.00022,10.6743,0.0685866,-14.3445,37.9844,76.8385,46.4877
0.000233364,10.1858,-0.0418708,-13.5487,36.9655,76.9578,45.8163
0.000219446,9.7096,-0.17592,-13.1058,36.179,76.9672,45.4059
0.000220862,9.17314,-0.183019,-12.4969,35.8347,76.9872,45.3733
0.000213054,8.87583,-0.257377,-12.0025,34.8974,77.0452,44.6647
0.000227648,8.89788,-0.215874,-11.5495,32.557,77.3842,42.5071
0.000206177,8.62067,-0.339728,-11.1879,32.3812,77.2862,42.4978
0.000234984,8.13846,-0.365909,-10.8945,31.8235,77.3355,42.2205
0.000222754,7.57678,-0.530677,-10.8273,32.2556,77.1679,42.9221
0.00023039,7.19377,-0.565839,-10.4476,30.6775,77.4246,41.5861
0.0002656,6.32021,-0.623197,-10.2785,32.1233,77.099,43.473
0.000239258,5.88224,-0.581727,-9.90074,31.8132,77.1869,43.491
0.000247785,5.55508,-0.834246,-9.59345,31.4414,77.3749,43.3436
0.000251201,4.90443,-0.826526,-9.0778,32.3253,77.1191,44.5324
0.000257109,4.31834,-0.950935,-8.7685,33.3873,76.8498,45.9542
0.000231067,4.14727,-1.05783,-8.44312,32.5399,77.2089,45.3775
0.000219579,3.64768,-1.2751,-8.00192,32.4376,77.3489,45.5545
0.000252458,2.91295,-1.43937,-7.89802,33.4451,77.2002,46.8792
0.000230236,2.16478,-1.67515,-7.70982,34.896,77.0434,48.6902
0.000227519,1.79868,-1.81511,-7.33144,34.495,77.1311,48.6806
0.000230756,1.53581,-1.84257,-6.98059,34.6328,77.2337,49.0673
0.000228282,0.924223,-1.93254,-6.64175,34.6443,77.2774,49.4038
0.000230584,0.986901,-2.0524,-6.4957,33.7398,77.5298,48.5588
0.00021523,1.60235,-2.10701,-6.26315,31.6884,78.0019,46.4536
0.000210544,1.56305,-2.14079,-6.0953,30.1559,78.1989,45.0168
0.000213407,1.0499,-1.993,-6.00933,30.2654,78.0573,45.3047
0.000227838,0.970378,-2.01287,-5.8444,29.2977,78.1127,44.3554
0.000215299,1.34134,-1.95545,-5.65038,26.2764,78.4171,41.3229
0.000215936,1.22296,-1.95252,-5.42456,24.2622,78.5503,39.4251
0.0002141,1.14678,-1.69135,-5.04459,22.547,78.5122,37.8439
0.00020117,1.56979,-1.44142,-4.78016,18.6078,78.6946,33.8212
0.000197778,1.928,-1.2222,-4.49614,15.0408,78.6549,30.208
0.000214575,1.99786,-1.00384,-4.38302,12.9231,78.7085,28.0394
0.000232757,1.74283,-0.901861,-4.23892,12.9361,78.4512,28.1357
0.000224668,1.5057,-0.690439,-4.10225,12.6068,78.1568,27.8688
0.000236937,1.04063,-0.532023,-3.90181,12.901,77.9985,28.286
0.000224156,0.619414,-0.357409,-3.7734,13.2891,77.7722,28.8381
0.000212923,0.386329,-0.26774,-3.64682,11.2132,77.7391,26.9591
0.000223324,0.906233,-0.0782199,-3.3618,8.16968,77.7792,23.8778
0.000232468,0.670783,0.064355,-3.20427,7.00712,77.665,22.817
0.000222617,0.0611231,0.259662,-2.79918,7.82906,77.2955,24.0893
0.000232385,0.364673,0.400795,-2.36041,4.94976,77.3094,21.1608
0.000234029,0.57886,0.600506,-2.07648,2.32521,77.1309,18.5604
0.000241951,0.452912,0.724201,-1.80471,0.917944,76.9123,17.3481
0.000253392,0.290234,0.97585,-1.4783,1.52603,76.569,18.0297
0.000239491,0.422325,1.23823,-1.24438,-0.404895,76.3827,16.1078
0.000235384,0.804655,1.3824,-0.972714,-2.48014,76.1411,14.0109
0.000252334,0.981784,1.46846,-0.781413,-3.21302,75.8906,13.2883
0.000250137,0.726631,1.6881,-0.522997,-3.46225,75.6974,13.1332
0.000228281,0.65237,1.83299,-0.22907,-4.56782,75.6308,12.0987
0.000235828,0.637806,2.09943,0.00389589,-4.42333,75.3415,12.3168
0.000251674,0.474218,2.28846,0.18374,-4.32003,75.1283,12.5548
0.000225317,0.537757,2.43212,0.427472,-5.57698,74.8501,11.3965
0.000275294,0.205442,2.59909,0.636684,-5.31089,74.6953,11.8441
0.000254182,0.0197046,2.7111,0.713657,-5.46135,74.4947,11.8926
0.000236906,0.606863,2.73449,0.963131,-7.93916,74.3169,9.36485
0.000237732,0.663591,2.70657,1.27247,-9.24157,74.0825,8.10457
0.000253523,0.125662,2.91133,1.49126,-8.82313,73.9298,8.74609
0.000251559,0.415642,2.8942,1.58521,-9.56076,73.7387,8.06032
0.000260525,0.441295,2.91246,1.70526,-9.91452,73.5783,7.69868
0.000244604,0.140519,2.895,1.88793,-9.50692,73.5467,8.27143
0.000232157,-0.193439,2.99159,1.70476,-8.85422,73.3836,8.97159
0.000267459,-0.441819,3.18984,1.82431,-8.24229,73.3174,9.78534
0.000247771,-0.0455857,3.07062,1.91518,-9.32617,73.2113,8.65488
0.000245753,0.40575,3.00108,2.11069,-10.9259,73.1501,7.0192
0.000247671,0.0115077,3.08724,2.07465,-11.0028,73.0691,7.06005
0.000240349,0.299662,3.12713,2.20085,-11.2443,72.9836,6.83951
0.000252484,1.07137,2.92621,2.43126,-13.542,72.8835,4.28173
0.000255412,0.632158,3.15147,2.47292,-12.4128,72.8419,5.48001
0.000256681,0.186348,3.26548,2.28077,-10.5704,72.8141,7.36389
0.000253432,0.839173,3.25228,2.31748,-11.7334,72.7336,5.94501
0.000251714,0.944307,3.25881,2.36324,-11.6957,72.7074,5.77677
0.000231636,0.652943,3.33774,2.18524,-10.5712,72.7483,6.89085
0.000233418,0.857481,3.29004,2.15992,-10.0538,72.7166,7.28574
0.000220544,1.44383,3.22311,2.18795,-11.5588,72.6805,5.51911
0.000259118,1.33206,3.29322,2.0853,-10.6968,72.6519,6.31511
0.000244645,1.06598,3.39558,2.14191,-9.58004,72.6315,7.48635
0.000249026,1.37299,3.34423,2.19174,-11.4123,72.6222,5.53063
0.000225591,1.51457,3.34018,2.34533,-10.1369,72.5685,6.75106
0.000241818,1.5136,3.34411,2.28088,-10.1792,72.546,6.66515
0.000238233,1.4546,3.40167,2.34642,-9.58902,72.5437,7.2344
0.000245213,1.39537,3.55141,2.3771,-9.28066,72.5838,7.53575
0.000226707,1.53407,3.62841,2.28066,-9.30506,72.5477,7.44333
0.000223917,1.5506,3.7944,2.21683,-9.38413,72.5536,7.31458
0.000246024,1.24055,3.91884,2.18197,-8.17312,72.5617,8.59835
0.000243317,1.20619,3.98885,2.19442,-7.82068,72.5624,8.93875
0.000233049,1.33392,3.98039,2.23042,-8.2777,72.5363,8.3204
0.000231583,1.19282,4.00155,2.33142,-7.65814,72.5202,8.98078
0.000248973,1.25327,4.01834,2.19242,-7.2879,72.4264,9.3114
0.000236072,1.45106,4.05116,2.33853,-7.92374,72.4285,8.5521
0.000226252,1.43661,4.21461,2.54953,-7.45757,72.4078,9.00454
0.000232746,1.63805,4.31612,2.54614,-7.41357,72.3804,8.98634
0.000224529,1.69638,4.35431,2.40846,-7.81949,72.3872,8.46083
0.000243368,1.48119,4.48901,2.49093,-6.84934,72.4356,9.46303
0.000225958,1.60124,4.48437,2.65818,-6.56115,72.5048,9.72417
0.00024134,1.50238,4.53137,2.43944,-7.14954,72.5733,9.00572
0.000240998,1.32255,4.56314,2.61658,-5.39685,72.6418,10.9507
0.000230892,1.43351,4.48801,2.64013,-5.66238,72.6882,10.5852
0.000242032,1.49417,4.42874,2.52969,-6.50694,72.816,9.63791
0.000239868,1.23698,4.30411,2.59515,-5.43553,72.8002,10.7863
0.000243363,1.47852,4.2648,2.33908,-5.441,72.8428,10.6901
0.000217854,1.57357,4.1875,2.28524,-6.36886,72.9007,9.6061
0.000228312,1.2388,4.18413,2.23085,-5.60552,72.9401,10.3992
0.000208884,1.28296,4.18284,2.2795,-5.58398,72.9834,10.4017
0.00024065,1.57438,4.08472,2.29332,-5.9006,73.0073,10.0412
0.000221765,1.20801,4.17115,2.23748,-4.86891,73.0421,11.1797
0.000239679,1.0042,4.23853,2.14262,-4.65343,73.1057,11.4443
0.000223816,1.29745,4.20927,2.11346,-5.73662,73.1682,10.2783
0.000220545,1.32906,4.19915,2.13168,-5.01043,73.1946,11.0027
0.000221655,1.18664,4.11797,2.21029,-4.16443,73.2243,11.9425
0.000208524,1.18385,4.12845,2.17147,-4.2808,73.2055,11.8191
0.000223538,1.313,4.04325,2.1286,-4.51406,73.2501,11.5447
0.000223744,1.25052,3.98837,1.91727,-4.11568,73.3209,11.965
0.000232314,1.20223,3.97583,1.77232,-6.00711,73.3979,9.98048
0.000216388,1.24372,3.97853,1.67134,-4.46791,73.4043,11.516
0.000221973,1.21908,3.9663,1.73021,-3.81894,73.464,12.1802
0.000218758,1.32962,4.03346,1.60131,-4.48702,73.5682,11.4575
0.000223814,1.36703,3.94497,1.53873,-4.19324,73.5558,11.7349
0.000224968,1.23251,3.8995,1.59948,-4.23297,73.6795,11.6741
0.000203322,1.10798,3.89025,1.70398,-4.05765,73.7061,11.8451
0.000213176,1.22964,3.86816,1.89344,-3.49688,73.6127,12.4064
0.000223051,1.16462,3.71292,1.82581,-3.89645,73.7938,11.9357
0.000224884,0.978157,3.68123,1.80474,-2.74912,73.7206,13.2388
0.000220543,0.975873,3.57674,1.71603,-2.35508,73.7653,13.6163
0.000219584,1.0428,3.47238,1.72675,-2.80767,73.8488,13.0873
0.000198074,0.964807,3.40453,1.71697,-1.53456,73.8353,14.5019
0.000204477,0.950913,3.43274,1.79324,-2.56373,73.9181,13.3798
0.000223263,1.2,3.3731,1.65553,-3.84478,74.0091,12
0.000216975,0.955274,3.34496,1.73095,-2.54535,73.9983,13.3589
0.000227324,0.840204,3.36633,1.70224,-2.01736,73.9863,13.9024
0.000234198,1.19725,3.41856,1.82068,-2.82717,74.0401,12.9661
