MSE,ICP rX,ICP rY,ICP rZ,GT rX,GT rY,GT rZ
0.00191379,0.0196668,-0.0791582,0.167261,-0.024143,0.0031485,0.0797671
0.0019524,0.0312786,-0.0541762,-1.47878e-05,0.0368423,0.0443081,0.0703625
0.00205696,0.284619,-0.0989114,-0.000245674,-0.0329211,0.0349663,0.0398384
0.00194626,0.358491,-0.103935,-0.237715,-0.0382754,0.0310191,0.194618
