MSE,ICP rX,ICP rY,ICP rZ,GT rX,GT rY,GT rZ
0.00131693,10.4514,-3.29156,-14.6705,9.55374,8.51169,6.63001
0.000760134,9.68871,-3.41044,-14.1389,8.94252,8.15184,6.48728
0.000601033,9.16819,-3.34781,-13.4252,8.445,7.9034,6.52174
0.000623031,8.59176,-3.36201,-12.6639,7.85759,7.62351,6.3244
0.000573144,8.14231,-3.35537,-12.0107,7.27483,7.37262,6.2258
0.00048595,7.83484,-3.29913,-11.4027,6.81519,7.20016,5.74374
0.000534011,7.3796,-3.28608,-10.8431,6.22969,6.97738,5.73604
0.000445147,7.01757,-3.20837,-10.2786,5.7172,6.8124,5.41627
0.000483943,6.60483,-3.17611,-9.70616,5.25464,6.57732,5.28292
0.000416209,6.37891,-3.11897,-9.14931,4.76385,6.46501,4.9831
0.000478761,6.13008,-3.07571,-8.65879,4.31445,6.22284,4.57527
0.000472595,5.52703,-3.06444,-8.05078,3.91113,6.02379,4.40206
0.000448067,5.21462,-3.00524,-7.41509,3.3681,5.77668,4.348
0.000386461,4.91435,-2.95333,-6.99878,3.07384,5.77014,4.1142
0.000358484,4.54159,-2.88897,-6.49009,2.61171,5.67589,3.77052
0.000428099,4.16624,-2.82289,-5.8627,2.19763,5.48228,3.51992
0.000476274,3.58953,-2.75918,-5.28087,1.74086,5.22233,3.65792
0.000464113,3.177,-2.66836,-4.70187,1.34096,4.95995,3.46782
0.000466041,2.93364,-2.60033,-4.20422,0.939237,4.846,3.17878
0.000593397,2.46364,-2.50725,-3.3238,0.421831,4.64202,2.94606
0.000545684,2.05079,-2.42774,-2.60657,-0.13995,4.43883,2.95751
0.00052253,1.7223,-2.34479,-2.05413,-0.586851,4.2454,2.48397
0.000568573,1.27915,-2.22414,-1.34128,-1.12282,4.01301,2.40315
0.000595723,0.939944,-2.11402,-0.855606,-1.6307,3.77973,2.42852
0.00062705,0.664518,-2.01904,-0.174991,-2.07735,3.62586,2.06781
0.000540582,0.465215,-1.92735,0.354211,-2.44966,3.45791,2.03901
0.000646516,0.156886,-1.89557,0.643171,-2.94139,3.2361,1.77469
0.000630104,-0.293911,-1.81379,1.29977,-3.42952,3.1251,1.65413
0.000833044,-0.672747,-1.70733,1.79914,-3.73434,2.95678,1.88335
0.00084715,-1.1422,-1.61188,2.42983,-4.24812,2.8105,1.71183
0.000776583,-1.59656,-1.55197,2.90738,-4.64299,2.68811,1.84347
